Artist1,Title1,Artist2,Title2,Artist Similarity,Title Similarity,Total Score,Match
Shane Barnard,Psalms,Skunk Anansie,Post Orgasmic Chill,0.3333333333333333,0.34782608695652173,0.3405797101449275,False
Shane Barnard,Psalms,Skunk Anansie,Post Orgasmic Chill,0.3333333333333333,0.34782608695652173,0.3405797101449275,False
Shane Barnard,Psalms,Superstars,United,0.36363636363636365,0.0,0.18181818181818182,False
Shane Barnard,Psalms,Shane Barnard and Shane Everett,Psalms,0.6153846153846154,1.0,0.8076923076923077,True
Shane Barnard,Psalms,Shakespears Sister,Hormonally Yours,0.4827586206896552,0.2857142857142857,0.3842364532019704,False
Shane Barnard,Psalms,Shakespears Sister,Hormonally Yours,0.4827586206896552,0.2857142857142857,0.3842364532019704,False
Shane Barnard,Psalms,Spineshank,The Height Of Callousness,0.36363636363636365,0.21428571428571427,0.288961038961039,False
Shane Barnard,Psalms,SpineShank,The Height Of Callousnes,0.36363636363636365,0.2222222222222222,0.29292929292929293,False
Shane Barnard,Psalms,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.2222222222222222,0.08163265306122448,0.15192743764172334,False
Shane Barnard,Psalms,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.18181818181818182,0.08163265306122448,0.13172541743970315,False
Shane Barnard,Psalms,Savage Garden,Savage Garden,0.5,0.2222222222222222,0.3611111111111111,False
Shane Barnard,Psalms,Savage Garden,Savage Garden,0.5,0.2222222222222222,0.3611111111111111,False
Shane Barnard,Psalms,Sheena Easton,What Comes Naturally,0.4166666666666667,0.25,0.33333333333333337,False
Shane Barnard,Psalms,Sheena Easton,What Comes Naturally,0.4166666666666667,0.25,0.33333333333333337,False
Shane Barnard,Psalms,Staind,Break The Cycle,0.4444444444444444,0.21052631578947367,0.32748538011695905,False
Shane Barnard,Psalms,Staind,Break The Cycle,0.4444444444444444,0.21052631578947367,0.32748538011695905,False
Shane Barnard,Psalms,Stained,Break the Cycle,0.5263157894736842,0.21052631578947367,0.3684210526315789,False
Shane Barnard,Psalms,Sonata Arctica,Silence(jpn),0.4,0.125,0.2625,False
Shane Barnard,Psalms,Sonata Arctica,Silence,0.4,0.3076923076923077,0.35384615384615387,False
Shane Barnard,Psalms,Shakira,Laundry Service,0.42105263157894735,0.1,0.26052631578947366,False
Shane Barnard,Psalms,Shakira,Laundry Service,0.42105263157894735,0.1,0.26052631578947366,False
Shane Barnard,Psalms,Shakira,Laundry Service,0.42105263157894735,0.1,0.26052631578947366,False
Shane Barnard,Psalms,Scorpions,Best Of Rockers 'N' Ballads,0.19047619047619047,0.2962962962962963,0.24338624338624337,False
Shane Barnard,Psalms,Scorpions,Best Of Rockers 'N' Ballads,0.19047619047619047,0.2962962962962963,0.24338624338624337,False
Shane Barnard,Psalms,Silicon Dream,Time Machine,0.16666666666666666,0.11764705882352941,0.14215686274509803,False
Shane Barnard,Psalms,Silicon Dream,Time Machine,0.16666666666666666,0.11764705882352941,0.14215686274509803,False
Shane Barnard,Psalms,Smashing Pumpkins,Live at the United Center - 11/29/00,0.2857142857142857,0.06060606060606061,0.17316017316017315,False
Shane Barnard,Psalms,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.2857142857142857,0.05,0.16785714285714284,False
Shane Barnard,Psalms,Santana,Supernatura,0.631578947368421,0.23529411764705882,0.43343653250773995,False
Shane Barnard,Psalms,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.2857142857142857,0.14285714285714285,0.21428571428571427,False
Shane Barnard,Psalms,smashing pumpkins,Mellon collie & the infinite sadness,0.2857142857142857,0.16666666666666666,0.22619047619047616,False
Shane Barnard,Psalms,Skunk Anansie,Post Orgasmic Chill,0.3333333333333333,0.34782608695652173,0.3405797101449275,False
Shane Barnard,Psalms,Skunk Anansie,Post Orgasmic Chill,0.3333333333333333,0.34782608695652173,0.3405797101449275,False
Shane Barnard,Psalms,Superstars,United,0.36363636363636365,0.0,0.18181818181818182,False
Shane Barnard and Shane Everett,Psalms,Shakespears Sister,Hormonally Yours,0.4090909090909091,0.2857142857142857,0.3474025974025974,False
Shane Barnard and Shane Everett,Psalms,Shakespears Sister,Hormonally Yours,0.4090909090909091,0.2857142857142857,0.3474025974025974,False
Shane Barnard and Shane Everett,Psalms,Spineshank,The Height Of Callousness,0.21621621621621623,0.21428571428571427,0.21525096525096526,False
Shane Barnard and Shane Everett,Psalms,SpineShank,The Height Of Callousnes,0.21621621621621623,0.2222222222222222,0.21921921921921922,False
Shane Barnard and Shane Everett,Psalms,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.19047619047619047,0.08163265306122448,0.13605442176870747,False
Shane Barnard and Shane Everett,Psalms,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.21621621621621623,0.08163265306122448,0.14892443463872035,False
Shane Barnard and Shane Everett,Psalms,Savage Garden,Savage Garden,0.358974358974359,0.2222222222222222,0.29059829059829057,False
Shane Barnard and Shane Everett,Psalms,Savage Garden,Savage Garden,0.358974358974359,0.2222222222222222,0.29059829059829057,False
Shane Barnard and Shane Everett,Psalms,Sheena Easton,What Comes Naturally,0.358974358974359,0.25,0.3044871794871795,False
Shane Barnard and Shane Everett,Psalms,Sheena Easton,What Comes Naturally,0.358974358974359,0.25,0.3044871794871795,False
Shane Barnard and Shane Everett,Psalms,Staind,Break The Cycle,0.24242424242424243,0.21052631578947367,0.22647527910685805,False
Shane Barnard and Shane Everett,Psalms,Staind,Break The Cycle,0.24242424242424243,0.21052631578947367,0.22647527910685805,False
Shane Barnard and Shane Everett,Psalms,Stained,Break the Cycle,0.29411764705882354,0.21052631578947367,0.25232198142414863,False
Shane Barnard and Shane Everett,Psalms,Sonata Arctica,Silence(jpn),0.25,0.125,0.1875,False
Shane Barnard and Shane Everett,Psalms,Sonata Arctica,Silence,0.25,0.3076923076923077,0.27884615384615385,False
Shane Barnard and Shane Everett,Psalms,Shakira,Laundry Service,0.23529411764705882,0.1,0.16764705882352943,False
Shane Barnard and Shane Everett,Psalms,Shakira,Laundry Service,0.23529411764705882,0.1,0.16764705882352943,False
Shane Barnard and Shane Everett,Psalms,Shakira,Laundry Service,0.23529411764705882,0.1,0.16764705882352943,False
Shane Barnard and Shane Everett,Psalms,Scorpions,Best Of Rockers 'N' Ballads,0.16666666666666666,0.2962962962962963,0.23148148148148145,False
Shane Barnard and Shane Everett,Psalms,Scorpions,Best Of Rockers 'N' Ballads,0.16666666666666666,0.2962962962962963,0.23148148148148145,False
Shane Barnard and Shane Everett,Psalms,Silicon Dream,Time Machine,0.2564102564102564,0.11764705882352941,0.1870286576168929,False
Shane Barnard and Shane Everett,Psalms,Silicon Dream,Time Machine,0.2564102564102564,0.11764705882352941,0.1870286576168929,False
Shane Barnard and Shane Everett,Psalms,Smashing Pumpkins,Live at the United Center - 11/29/00,0.23255813953488372,0.06060606060606061,0.14658210007047218,False
Shane Barnard and Shane Everett,Psalms,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.23255813953488372,0.05,0.14127906976744187,False
Shane Barnard and Shane Everett,Psalms,Santana,Supernatura,0.35294117647058826,0.23529411764705882,0.29411764705882354,False
Shane Barnard and Shane Everett,Psalms,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.23255813953488372,0.14285714285714285,0.1877076411960133,False
Shane Barnard and Shane Everett,Psalms,smashing pumpkins,Mellon collie & the infinite sadness,0.23255813953488372,0.16666666666666666,0.1996124031007752,False
Shane Barnard and Shane Everett,Psalms,Skunk Anansie,Post Orgasmic Chill,0.358974358974359,0.34782608695652173,0.3534002229654404,False
Shane Barnard and Shane Everett,Psalms,Skunk Anansie,Post Orgasmic Chill,0.358974358974359,0.34782608695652173,0.3534002229654404,False
Shane Barnard and Shane Everett,Psalms,Superstars,United,0.2702702702702703,0.0,0.13513513513513514,False
Shakespears Sister,Hormonally Yours,Shakespears Sister,Hormonally Yours,1.0,1.0,1.0,True
Shakespears Sister,Hormonally Yours,Spineshank,The Height Of Callousness,0.2962962962962963,0.43243243243243246,0.36436436436436437,False
Shakespears Sister,Hormonally Yours,SpineShank,The Height Of Callousnes,0.2962962962962963,0.4444444444444444,0.37037037037037035,False
Shakespears Sister,Hormonally Yours,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.4375,0.2413793103448276,0.3394396551724138,False
Shakespears Sister,Hormonally Yours,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.4444444444444444,0.2413793103448276,0.342911877394636,False
Shakespears Sister,Hormonally Yours,Savage Garden,Savage Garden,0.41379310344827586,0.14814814814814814,0.28097062579821197,False
Shakespears Sister,Hormonally Yours,Savage Garden,Savage Garden,0.41379310344827586,0.14814814814814814,0.28097062579821197,False
Shakespears Sister,Hormonally Yours,Sheena Easton,What Comes Naturally,0.4827586206896552,0.42424242424242425,0.4535005224660397,False
Shakespears Sister,Hormonally Yours,Sheena Easton,What Comes Naturally,0.4827586206896552,0.42424242424242425,0.4535005224660397,False
Shakespears Sister,Hormonally Yours,Staind,Break The Cycle,0.17391304347826086,0.14285714285714285,0.15838509316770186,False
Shakespears Sister,Hormonally Yours,Staind,Break The Cycle,0.17391304347826086,0.14285714285714285,0.15838509316770186,False
Shakespears Sister,Hormonally Yours,Stained,Break the Cycle,0.25,0.14285714285714285,0.19642857142857142,False
Shakespears Sister,Hormonally Yours,Sonata Arctica,Silence(jpn),0.3333333333333333,0.08,0.20666666666666667,False
Shakespears Sister,Hormonally Yours,Sonata Arctica,Silence,0.3333333333333333,0.09090909090909091,0.2121212121212121,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Scorpions,Best Of Rockers 'N' Ballads,0.15384615384615385,0.4444444444444444,0.29914529914529914,False
Shakespears Sister,Hormonally Yours,Scorpions,Best Of Rockers 'N' Ballads,0.15384615384615385,0.4444444444444444,0.29914529914529914,False
Shakespears Sister,Hormonally Yours,Silicon Dream,Time Machine,0.20689655172413793,0.15384615384615385,0.18037135278514588,False
Shakespears Sister,Hormonally Yours,Silicon Dream,Time Machine,0.20689655172413793,0.15384615384615385,0.18037135278514588,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,Live at the United Center - 11/29/00,0.24242424242424243,0.09523809523809523,0.16883116883116883,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.24242424242424243,0.08163265306122448,0.16202844774273345,False
Shakespears Sister,Hormonally Yours,Santana,Supernatura,0.25,0.38461538461538464,0.3173076923076923,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.24242424242424243,0.23529411764705882,0.23885918003565063,False
Shakespears Sister,Hormonally Yours,smashing pumpkins,Mellon collie & the infinite sadness,0.24242424242424243,0.26666666666666666,0.2545454545454545,False
Shakespears Sister,Hormonally Yours,Skunk Anansie,Post Orgasmic Chill,0.41379310344827586,0.3125,0.3631465517241379,False
Shakespears Sister,Hormonally Yours,Skunk Anansie,Post Orgasmic Chill,0.41379310344827586,0.3125,0.3631465517241379,False
Shakespears Sister,Hormonally Yours,Superstars,United,0.4444444444444444,0.09523809523809523,0.2698412698412698,False
Shakespears Sister,Hormonally Yours,Spineshank,The Height Of Callousness,0.2962962962962963,0.43243243243243246,0.36436436436436437,False
Shakespears Sister,Hormonally Yours,SpineShank,The Height Of Callousnes,0.2962962962962963,0.4444444444444444,0.37037037037037035,False
Shakespears Sister,Hormonally Yours,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.4375,0.2413793103448276,0.3394396551724138,False
Shakespears Sister,Hormonally Yours,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.4444444444444444,0.2413793103448276,0.342911877394636,False
Shakespears Sister,Hormonally Yours,Savage Garden,Savage Garden,0.41379310344827586,0.14814814814814814,0.28097062579821197,False
Shakespears Sister,Hormonally Yours,Savage Garden,Savage Garden,0.41379310344827586,0.14814814814814814,0.28097062579821197,False
Shakespears Sister,Hormonally Yours,Sheena Easton,What Comes Naturally,0.4827586206896552,0.42424242424242425,0.4535005224660397,False
Shakespears Sister,Hormonally Yours,Sheena Easton,What Comes Naturally,0.4827586206896552,0.42424242424242425,0.4535005224660397,False
Shakespears Sister,Hormonally Yours,Staind,Break The Cycle,0.17391304347826086,0.14285714285714285,0.15838509316770186,False
Shakespears Sister,Hormonally Yours,Staind,Break The Cycle,0.17391304347826086,0.14285714285714285,0.15838509316770186,False
Shakespears Sister,Hormonally Yours,Stained,Break the Cycle,0.25,0.14285714285714285,0.19642857142857142,False
Shakespears Sister,Hormonally Yours,Sonata Arctica,Silence(jpn),0.3333333333333333,0.08,0.20666666666666667,False
Shakespears Sister,Hormonally Yours,Sonata Arctica,Silence,0.3333333333333333,0.09090909090909091,0.2121212121212121,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Shakira,Laundry Service,0.4166666666666667,0.20689655172413793,0.3117816091954023,False
Shakespears Sister,Hormonally Yours,Scorpions,Best Of Rockers 'N' Ballads,0.15384615384615385,0.4444444444444444,0.29914529914529914,False
Shakespears Sister,Hormonally Yours,Scorpions,Best Of Rockers 'N' Ballads,0.15384615384615385,0.4444444444444444,0.29914529914529914,False
Shakespears Sister,Hormonally Yours,Silicon Dream,Time Machine,0.20689655172413793,0.15384615384615385,0.18037135278514588,False
Shakespears Sister,Hormonally Yours,Silicon Dream,Time Machine,0.20689655172413793,0.15384615384615385,0.18037135278514588,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,Live at the United Center - 11/29/00,0.24242424242424243,0.09523809523809523,0.16883116883116883,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.24242424242424243,0.08163265306122448,0.16202844774273345,False
Shakespears Sister,Hormonally Yours,Santana,Supernatura,0.25,0.38461538461538464,0.3173076923076923,False
Shakespears Sister,Hormonally Yours,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.24242424242424243,0.23529411764705882,0.23885918003565063,False
Shakespears Sister,Hormonally Yours,smashing pumpkins,Mellon collie & the infinite sadness,0.24242424242424243,0.26666666666666666,0.2545454545454545,False
Shakespears Sister,Hormonally Yours,Skunk Anansie,Post Orgasmic Chill,0.41379310344827586,0.3125,0.3631465517241379,False
Shakespears Sister,Hormonally Yours,Skunk Anansie,Post Orgasmic Chill,0.41379310344827586,0.3125,0.3631465517241379,False
Shakespears Sister,Hormonally Yours,Superstars,United,0.4444444444444444,0.09523809523809523,0.2698412698412698,False
Spineshank,The Height Of Callousness,SpineShank,The Height Of Callousnes,1.0,0.9767441860465116,0.9883720930232558,True
Spineshank,The Height Of Callousness,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.4,0.24615384615384617,0.3230769230769231,False
Spineshank,The Height Of Callousness,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.4,0.24615384615384617,0.3230769230769231,False
Spineshank,The Height Of Callousness,Savage Garden,Savage Garden,0.18181818181818182,0.17647058823529413,0.17914438502673796,False
Spineshank,The Height Of Callousness,Savage Garden,Savage Garden,0.18181818181818182,0.17647058823529413,0.17914438502673796,False
Spineshank,The Height Of Callousness,Sheena Easton,What Comes Naturally,0.36363636363636365,0.3,0.3318181818181818,False
Spineshank,The Height Of Callousness,Sheena Easton,What Comes Naturally,0.36363636363636365,0.3,0.3318181818181818,False
Spineshank,The Height Of Callousness,Staind,Break The Cycle,0.375,0.22857142857142856,0.30178571428571427,False
Spineshank,The Height Of Callousness,Staind,Break The Cycle,0.375,0.22857142857142856,0.30178571428571427,False
Spineshank,The Height Of Callousness,Stained,Break the Cycle,0.47058823529411764,0.22857142857142856,0.3495798319327731,False
Spineshank,The Height Of Callousness,Sonata Arctica,Silence(jpn),0.2608695652173913,0.1875,0.22418478260869565,False
Spineshank,The Height Of Callousness,Sonata Arctica,Silence,0.2608695652173913,0.13793103448275862,0.19940029985007496,False
Spineshank,The Height Of Callousness,Shakira,Laundry Service,0.47058823529411764,0.1111111111111111,0.29084967320261434,False
Spineshank,The Height Of Callousness,Shakira,Laundry Service,0.47058823529411764,0.1111111111111111,0.29084967320261434,False
Spineshank,The Height Of Callousness,Shakira,Laundry Service,0.47058823529411764,0.1111111111111111,0.29084967320261434,False
Spineshank,The Height Of Callousness,Scorpions,Best Of Rockers 'N' Ballads,0.5263157894736842,0.4186046511627907,0.4724602203182374,False
Spineshank,The Height Of Callousness,Scorpions,Best Of Rockers 'N' Ballads,0.5263157894736842,0.4186046511627907,0.4724602203182374,False
Spineshank,The Height Of Callousness,Silicon Dream,Time Machine,0.45454545454545453,0.30303030303030304,0.3787878787878788,False
Spineshank,The Height Of Callousness,Silicon Dream,Time Machine,0.45454545454545453,0.30303030303030304,0.3787878787878788,False
Spineshank,The Height Of Callousness,Smashing Pumpkins,Live at the United Center - 11/29/00,0.3076923076923077,0.24489795918367346,0.2762951334379906,False
Spineshank,The Height Of Callousness,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.3076923076923077,0.21428571428571427,0.260989010989011,False
Spineshank,The Height Of Callousness,Santana,Supernatura,0.35294117647058826,0.12121212121212122,0.23707664884135474,False
Spineshank,The Height Of Callousness,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.3076923076923077,0.3103448275862069,0.3090185676392573,False
Spineshank,The Height Of Callousness,smashing pumpkins,Mellon collie & the infinite sadness,0.3076923076923077,0.34615384615384615,0.3269230769230769,False
Spineshank,The Height Of Callousness,Skunk Anansie,Post Orgasmic Chill,0.36363636363636365,0.2564102564102564,0.31002331002331,False
Spineshank,The Height Of Callousness,Skunk Anansie,Post Orgasmic Chill,0.36363636363636365,0.2564102564102564,0.31002331002331,False
Spineshank,The Height Of Callousness,Superstars,United,0.5,0.14285714285714285,0.3214285714285714,False
SpineShank,The Height Of Callousnes,Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),0.4,0.25,0.325,False
SpineShank,The Height Of Callousnes,Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.4,0.25,0.325,False
SpineShank,The Height Of Callousnes,Savage Garden,Savage Garden,0.18181818181818182,0.18181818181818182,0.18181818181818182,False
SpineShank,The Height Of Callousnes,Savage Garden,Savage Garden,0.18181818181818182,0.18181818181818182,0.18181818181818182,False
SpineShank,The Height Of Callousnes,Sheena Easton,What Comes Naturally,0.36363636363636365,0.3076923076923077,0.3356643356643357,False
SpineShank,The Height Of Callousnes,Sheena Easton,What Comes Naturally,0.36363636363636365,0.3076923076923077,0.3356643356643357,False
SpineShank,The Height Of Callousnes,Staind,Break The Cycle,0.375,0.23529411764705882,0.30514705882352944,False
SpineShank,The Height Of Callousnes,Staind,Break The Cycle,0.375,0.23529411764705882,0.30514705882352944,False
SpineShank,The Height Of Callousnes,Stained,Break the Cycle,0.47058823529411764,0.23529411764705882,0.3529411764705882,False
SpineShank,The Height Of Callousnes,Sonata Arctica,Silence(jpn),0.2608695652173913,0.1935483870967742,0.22720897615708274,False
SpineShank,The Height Of Callousnes,Sonata Arctica,Silence,0.2608695652173913,0.14285714285714285,0.20186335403726707,False
SpineShank,The Height Of Callousnes,Shakira,Laundry Service,0.47058823529411764,0.11428571428571428,0.292436974789916,False
SpineShank,The Height Of Callousnes,Shakira,Laundry Service,0.47058823529411764,0.11428571428571428,0.292436974789916,False
SpineShank,The Height Of Callousnes,Shakira,Laundry Service,0.47058823529411764,0.11428571428571428,0.292436974789916,False
SpineShank,The Height Of Callousnes,Scorpions,Best Of Rockers 'N' Ballads,0.5263157894736842,0.42857142857142855,0.47744360902255634,False
SpineShank,The Height Of Callousnes,Scorpions,Best Of Rockers 'N' Ballads,0.5263157894736842,0.42857142857142855,0.47744360902255634,False
SpineShank,The Height Of Callousnes,Silicon Dream,Time Machine,0.45454545454545453,0.3125,0.3835227272727273,False
SpineShank,The Height Of Callousnes,Silicon Dream,Time Machine,0.45454545454545453,0.3125,0.3835227272727273,False
SpineShank,The Height Of Callousnes,Smashing Pumpkins,Live at the United Center - 11/29/00,0.3076923076923077,0.25,0.27884615384615385,False
SpineShank,The Height Of Callousnes,Smashing Pumpkins,"Live @ United Center, Chicago (29.11.2000) CD1",0.3076923076923077,0.21818181818181817,0.2629370629370629,False
SpineShank,The Height Of Callousnes,Santana,Supernatura,0.35294117647058826,0.125,0.23897058823529413,False
SpineShank,The Height Of Callousnes,Smashing Pumpkins,Mellon Collie And The Infinite Sadness (CD1),0.3076923076923077,0.2807017543859649,0.2941970310391363,False
SpineShank,The Height Of Callousnes,smashing pumpkins,Mellon collie & the infinite sadness,0.3076923076923077,0.3137254901960784,0.31070889894419307,False
SpineShank,The Height Of Callousnes,Skunk Anansie,Post Orgasmic Chill,0.36363636363636365,0.2631578947368421,0.3133971291866029,False
SpineShank,The Height Of Callousnes,Skunk Anansie,Post Orgasmic Chill,0.36363636363636365,0.2631578947368421,0.3133971291866029,False
SpineShank,The Height Of Callousnes,Superstars,United,0.5,0.14814814814814814,0.32407407407407407,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Sex Pistols,We've Cum For Your Children (Wanted:  The Goodman Tapes),0.8,1.0,0.9,True
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Savage Garden,Savage Garden,0.2962962962962963,0.18181818181818182,0.23905723905723905,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Savage Garden,Savage Garden,0.2962962962962963,0.18181818181818182,0.23905723905723905,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Sheena Easton,What Comes Naturally,0.37037037037037035,0.16393442622950818,0.26715239829993925,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Sheena Easton,What Comes Naturally,0.37037037037037035,0.16393442622950818,0.26715239829993925,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Staind,Break The Cycle,0.2857142857142857,0.25,0.26785714285714285,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Staind,Break The Cycle,0.2857142857142857,0.25,0.26785714285714285,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Stained,Break the Cycle,0.36363636363636365,0.25,0.3068181818181818,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Sonata Arctica,Silence(jpn),0.2857142857142857,0.18867924528301888,0.2371967654986523,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Sonata Arctica,Silence,0.2857142857142857,0.2,0.24285714285714285,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Shakira,Laundry Service,0.2727272727272727,0.21052631578947367,0.2416267942583732,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Shakira,Laundry Service,0.2727272727272727,0.21052631578947367,0.2416267942583732,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Shakira,Laundry Service,0.2727272727272727,0.21052631578947367,0.2416267942583732,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Scorpions,Best Of Rockers 'N' Ballads,0.3333333333333333,0.0625,0.19791666666666666,False
Sex Pistols   Tapes),We've Cum For Your Children (Wanted:  The Goodman   Tapes),Scorpions,Best Of Rockers 'N' Ballads,0.3333333333333333,0.0625,0.19791666666666666,False
